Kingdom,Phylum,Class,Genus,Taxon,Algal Type,Authority,Authority Source,Current Name,Synonym Authority,Synonym Authority Source,Taxonomic Classification Source,Growth Habit,Habitat Type,Salinity Range
Chromista,Ochrophyta,Bacillariophyceae,Cymbopleura,Cymbopleura sp.,Pennate Diatom,(Krammer) Krammer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Protozoa,Dinozoa,Dinophyceae,Cystodinium,Cystodinium sp.,Dinoflagellate,Klebs,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Dactylococcopsis,Dactylococcopsis sp.,Cyanobacterium,Hansgirg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Dactylococcus,Dactylococcus infusionum,Green Alga,Nägeli,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Denticula,Denticula elegans,Pennate Diatom,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Denticula,Denticula pelagica,Pennate Diatom,Hustedt,www.algaebase.org,Tetralunata pelagica,"(Hustedt) Hamsher, Graeff, Stepanek and Kociolek",www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Denticula,Denticula sp.,Pennate Diatom,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Denticula,Denticula tenuis,Pennate Diatom,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Desmatractum,Desmatractum indutum,Green Alga,(Geitler) Pascher,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Zygnematophyceae,Desmidium,Desmidium swartzii,Green Alga,C. Agardh ex Ralfs,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,filamentous,floating or benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Desmodesmus,Desmodesmus aculeolatus,Green Alga,(Reinsch) P.M. Tsarenko,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Desmodesmus,Desmodesmus armatus,Green Alga,(Chodat) E. Hegewald,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Desmodesmus,Desmodesmus armatus var. bicaudatus,Green Alga,(Guglielmetti) E.H. Hegewald,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Desmodesmus,Desmodesmus bicaudatus,Green Alga,(Dedusenko) P.M. Tsarenko,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Desmodesmus,Desmodesmus cf. subspicatus,Green Alga,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Desmodesmus,Desmodesmus sp.,Green Alga,"(R. Chodat) S.S. An, T. Friedl & E. Hegewald",www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Desmodesmus,Desmodesmus subspicatus,Green Alga,(Chodat) E. Hegewald and A. Schmidt,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Diacanthos,Diacanthos belenophorus,Green Alga,Korshikov,www.algaebase.org,Micractinium belenophorum,"(Korshikov) T. Proschold, C. Block, W. Luo and L. Kreinitz",www.algaebase.org,Wehr and Sheath 2003,solitary,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Diadesmis,Diadesmis contenta,Pennate Diatom,(Grunow) D.G. Mann,www.algaebase.org,Humidophila contenta,"(Grunow) Lowe, Kociolek, J.R. Johansen, Van de Vijver, Lange-Bertalot and Kopalová",www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater or terrestrial
Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma cf. moniliformis,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma elongatum,Pennate Diatom,(Lyngbye) Agardh,www.algaebase.org,Diatoma tenue,C. Agardh,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma hiemale,Pennate Diatom,(Lyngbye) Heiberg,www.marinespecies.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma moniliformis,Pennate Diatom,(Kützing) D.M. Williams,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma sp.,Pennate Diatom,Bory de St.-Vincent,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater to marine
Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma vulgare,Pennate Diatom,Bory de St.-Vincent,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Diatoma,Diatoma vulgaris,Pennate Diatom,Bory de Saint-Vincent,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Dictyochophyceae,Dictyocha,Dictyocha sp.,Silico-flagellate,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Ochrophyta,Dictyochophyceae,Dictyocha,Dictyocha speculum,Silico-flagellate,Ehrenberg,www.algaebase.org,Octactis speculum,"(Ehrenberg) F.H. Chang, J.M. Grieve and J.E. Sutherland",www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,marine
Plantae,Chlorophyta,Chlorophyceae,Dictyosphaerium,Dictyosphaerium pulchellum,Green Alga,H.C. Wood,www.algaebase.org,Mucidosphaerium pulchellum,"(H.C. Wood) C. Bock, Proschold and Krienitz",www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Dictyosphaerium,Dictyosphaerium sp.,Green Alga,Nägeli,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Didymocystis,Didymocystis inconspicua,Green Alga,Korshikov,www.algaebase.org,Pseudodidymocystis inconspicua,(Korshikov) F. Hindák,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Didymocystis,Didymocystis sp.,Green Alga,Korshikov,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Didymogenes,Didymogenes anomala,Green Alga,(G.M. Smith) Hindák,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Didymosphenia,Didymosphenia geminata,Pennate Diatom,(Lyngbye) M. Schmidt,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Didymosphenia,Didymosphenia sp.,Pennate Diatom,M. Schmidt,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Dimorphococcus,Dimorphococcus lunatus,Green Alga,A. Braun,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Chromista,Ochrophyta,Chrysophyceae,Dinobryon,Dinobryon bavaricum,Chrysophyte,Imhof,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Chrysophyceae,Dinobryon,Dinobryon divergens,Chrysophyte,O.E. Imhof,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Chrysophyceae,Dinobryon,Dinobryon sertularia,Chrysophyte,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Chrysophyceae,Dinobryon,Dinobryon sp.,Chrysophyte,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Protozoa,Dinozoa,Dinophyceae,Dinophysis,Dinophysis acuta,Dinoflagellate,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Dinophysis,Dinophysis sp.,Dinoflagellate,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Ochrophyta,Bacillariophyceae,Diploneis,Diploneis bombus,Pennate Diatom,(Ehrenberg) Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Diploneis,Diploneis cf. parma,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Diploneis,Diploneis cf. puella,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Diploneis,Diploneis cf. smithii,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Diploneis,Diploneis didyma,Pennate Diatom,(Ehrenberg) Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Diploneis,Diploneis elliptica,Pennate Diatom,(Kützing) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Diploneis,Diploneis finnica,Pennate Diatom,(Ehrenberg) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Diploneis,Diploneis ovalis,Pennate Diatom,(Hilse) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Diploneis,Diploneis smithii,Pennate Diatom,(Brébisson) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Diploneis,Diploneis sp.,Pennate Diatom,Ehrenberg ex Cleve,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Dispora,Dispora crucigenioides,Green Alga,Printz,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Dispora,Dispora sp.,Green Alga,Printz,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Protozoa,Dinozoa,Dinophyceae,Dissodinium,Dissodinium sp.,Dinoflagellate,Klebs in Pascher,www.algaebase.org,Pyrocystis sp.,Wyville-Thompson,www.algaebase.org,Cavalier-Smith 1998,parasitic,copepod eggs/planktonic,marine
Chromista,Ochrophyta,Coscinodiscophyceae,Ditylum,Ditylum brightwellii,Centric Diatom,(T. West) Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Ochrophyta,Coscinodiscophyceae,Ditylum,Ditylum sp.,Centric Diatom,J.W. Bailey,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Bacteria,Cyanobacteria,Cyanophyceae,Dolichospermum,Dolichospermum planctonicum,Cyanobacterium,"(Brunnthaler) Wacklin, L. Hoffman and Komárek",www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Dolichospermum,Dolichospermum smithii,Cyanobacterium,"(Komárek) Wacklin, L. Hoffman and Komárek",www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Dolichospermum,Dolichospermum sp.,Cyanobacterium,"(Ralfs ex Bornet and Flahault) P. Wacklin, L. Hoffman, and J. Komárek",www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Drepanochloris,Drepanochloris nannoselene,Green Alga,"(Skuja) Marvan, Komárek and Comas",www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Dunaliella,Dunaliella sp.,Green Alga,Teodoresco,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,brackish to marine
Plantae,Chlorophyta,Chlorophyceae,Elakatothrix,Elakatothrix acuta,Green Alga,Pascher,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,filamentous,planktonic,freshwater
Plantae,Chlorophyta,Ulvophyceae,Elakatothrix,Elakatothrix gelatinosa,Green Alga,Wille,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary or colonial,planktonic,freshwater
Plantae,Chlorophyta,Ulvophyceae,Elakatothrix,Elakatothrix sp.,Green Alga,Wille,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,solitary or colonial,planktonic,freshwater to marine
Plantae,Chlorophyta,Ulvophyceae,Elakatothrix,Elakatothrix viridis,Green Alga,(J. Snow) Printz,www.algaebase.org,Fusola viridis,J.W. Snow,www.algaebase.org,Wehr and Sheath 2003,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Encyonema,Encyonema cf. minutum,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Encyonema,Encyonema cf. neogracile,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Encyonema,Encyonema cf. silesiacum,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Encyonema,Encyonema minutum,Pennate Diatom,(Hilse) D.G. Mann,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Encyonema,Encyonema silesiacum,Pennate Diatom,(Bleisch) D.G. Mann,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Encyonema,Encyonema sp.,Pennate Diatom,Kützing,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Encyonopsis,Encyonopsis microcephala,Pennate Diatom,(Grunow) Krammer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Encyonopsis,Encyonopsis sp.,Pennate Diatom,K. Krammer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Entomoneis,Entomoneis cf. paludosa,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Entomoneis,Entomoneis paludosa,Pennate Diatom,(W. Smith) Reimer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Entomoneis,Entomoneis paludosa var. subsalina,Pennate Diatom,(Cleve) Krammer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Entomoneis,Entomoneis pulchra,Pennate Diatom,(J.W. Bailey) Reimer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Entomoneis,Entomoneis sp.,Pennate Diatom,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Epithemia,Epithemia adnata,Pennate Diatom,(Kützing) Brébisson,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Epithemia,Epithemia cf. adnata,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Epithemia,Epithemia cf. turgida,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Epithemia,Epithemia sorex,Pennate Diatom,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Epithemia,Epithemia sp.,Pennate Diatom,Brébisson,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Epithemia,Epithemia turgida,Pennate Diatom,(Ehrenberg) Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Epithemia,Epithemia zebra,Pennate Diatom,(Ehrenberg) Kützing,www.algaebase.org,Epithemia adnata,(Kützing) Brébisson,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Eucampia,Eucampia sp.,Centric Diatom,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Ochrophyta,Coscinodiscophyceae,Eucampia,Eucampia zoodiacus,Centric Diatom,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis microscopica,Cyanobacterium,(Komárková-Legnerová and G. Cronberg) Komárek and Hindák,www.algaebase.org,Chroococcus microscopicus,Komárková-Legnerová and G. Cronberg,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Eucapsis,Eucapsis sp.,Cyanobacterium,Clements et Shantz,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Eudorina,Eudorina elegans,Green Alga,Ehrenberg,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Eudorina,Eudorina sp.,Green Alga,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Euglena,Euglena cf. agilis,Euglenoid,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Euglena,Euglena deses,Euglenoid,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Euglena,Euglena elastica,Euglenoid,Prescott,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Euglena,Euglena gracilis,Euglenoid,Klebs,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Euglena,Euglena sp.,Euglenoid,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Protozoa,Euglenozoa,Euglenophyceae,Euglena,Euglena viridis,Euglenoid,(O.F. Müller) Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Ochrophyta,Bacillariophyceae,Eunotia,Eunotia cf. eruca,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Eunotia,Eunotia formica,Pennate Diatom,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Eunotia,Eunotia pectinalis,Pennate Diatom,(Kützing) Rabenhorst,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Eunotia,Eunotia perpusilla,Pennate Diatom,Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Eunotia,Eunotia sp.,Pennate Diatom,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Eunotogramma,Eunotogramma dubium,Centric Diatom,Hustedt,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic or benthic,marine
Protozoa,Euglenozoa,Euglenophyceae,Eutreptia,Eutreptia lanowii,Euglenoid,Steuer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
Protozoa,Euglenozoa,Euglenophyceae,Eutreptia,Eutreptia sp.,Euglenoid,Perty,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
Protozoa,Euglenozoa,Euglenophyceae,Eutreptiella,Eutreptiella gymnastica,Euglenoid,Throndsen,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Euglenozoa,Euglenophyceae,Eutreptiella,Eutreptiella sp.,Euglenoid,A. da Cunha,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Ochrophyta,Bacillariophyceae,Fallacia,Fallacia cf. hodgeana,Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Fallacia,Fallacia hodgeana,Pennate Diatom,(R.M. Patrick & Freese) Y.H. Li & H. Suzuki,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Fallacia,Fallacia pygmaea,Pennate Diatom,(Kützing) A.J. Stickle and D.G. Mann,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Fragilariophyceae,Fragilaria,Fragilaria arcus,Pennate Diatom,(Ehrenberg) Cleve,www.algaebase.org,Hannaea arcus,(Ehrenberg) R.M. Patrick,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic,freshwater
