Project,Year,Survey,Month,Date,Station,Time,TowDuration,Region,TideCode,DepthBottom,CondSurf,PPTSurf,CondBott,PPTBott,TempSurf,TempBottom,Secchi,Turbidity,Microcystis,TotalMeter,MeterEstimate,Volume,ACARTELA,ACARTIA,DIAPTOM,EURYTEM,OTHCALAD,PDIAPFOR,PDIAPMAR,SINOCAL,TORTANUS,ALLCALADULTS,ACANTHO,LIMNOSPP,LIMNOSINE,LIMNOTET,OITHDAV,OITHSIM,OITHSPP,OTHCYCAD,ALLCYCADULTS,HARPACT,EURYJUV,OTHCALJUV,PDIAPJUV,SINOCALJUV,ASINEJUV,ACARJUV,DIAPTJUV,TORTJUV,ALLCALJUV,LIMNOJUV,OITHJUV,OTHCYCJUV,ALLCYCJUV,EURYNAUP,OTHCOPNAUP,PDIAPNAUP,SINONAUP,ALLCOPNAUP,BOSMINA,DAPHNIA,DIAPHAN,OTHCLADO,ALLCLADOCERA,ASPLANCH,KERATELA,OTHROT,POLYARTH,SYNCH,TRICHO,ALLROTIFERS,BARNNAUP,CRABZOEA,OSTRACOD,CUMAC
STN,2019,7.5,9,2019-09-18,609,10:32:00,10,Suisun Bay (Mont. Sl.),2,8.8,6971,3.81,2654,1.35,21.3,21.1,48,22.2,1,27698,N,8.4,107,0,0,0,0,41,0,0,0,148,3.6,0,0,1.8,0,0,0,0,5.4,0,0,0,48.2,0,37.5,0,0,0,85.6,0,0,5.4,5.4,0,7.1,1.8,0,8.9,0,0,0,1.8,1.8,0,0,0,0,0,0,0,62.4,3.6,3.6,0
STN,2019,7.5,9,2019-09-18,610,09:25:00,10,Suisun Bay (Mont. Sl.),2,3.7,5281,2.82,4460,2.35,21.4,21.2,52,16.3,1,25280,N,7.7,122.5,0,0,0,0,31.3,0,0,0,153.7,0,0,0,0.5,0,0,0,0,0.5,0,2.6,0,40.1,0,42.7,0,0,0,85.5,0,0,0,0,0,0,1,0,1,0,0,0,0.5,0.5,0,0,0,0,0,0,0,3.1,0,2.6,0
FMWT,2019,3.5,9,2019-09-18,704,07:57:00,10,Lower Sacramento River,4,7.6,272,0.12,253,0.11,20.6,20.4,81,9,1,27248,N,8.3,268.7,0,0,0,0,234.2,0,0,0,502.9,0,0,0,0,0,0,0,0,0,0,2.3,0,943.8,0,0,0,0,0,946.1,0,0,9.2,9.2,0,0,6.9,0,6.9,0,0,13.8,2.3,16.1,0,0,0,0,0,0,0,0,0,0,0
FMWT,2019,3.5,9,2019-09-18,706,08:24:00,10,Lower Sacramento River,4,9.1,166,0.07,165,0.07,20.3,20.3,93,7.1,1,24633,N,7.5,22.7,0,0,0,0,115,0,0,0,137.7,0,0,0,0,0,0,0,8,8,1.3,0,0,701.9,0,0,0,0,0,701.9,0,0,12,12,0,0,9.4,0,9.4,2.7,0,25.4,12,40.1,1.3,0,1.3,0,0,0,2.7,0,0,2.7,0
FMWT,2019,3.5,9,2019-09-18,802,13:09:00,10,Confluence,2,6.7,405,0.18,396,0.18,21.7,21.7,92,9.5,1,24061,N,7.3,215.8,0,0,0,0,503.6,0,0,0,719.4,0,0,0,2.5,0,0,0,5,7.4,2.5,0,0,1525.6,0,22.3,0,0,0,1547.9,0,0,9.9,9.9,0,0,7.4,0,7.4,7.4,0,96.8,2.5,106.7,0,0,0,0,0,0,0,0,0,7.4,0
STN,2019,7.5,9,2019-09-18,Mont,09:57:00,10,Suisun Bay (Mont. Sl.),2,4.9,6966,3.8,6814,3.71,21.4,21.3,49,20,1,28259,N,8.6,48,0,0,0,0,17.3,0,0,0,65.3,0,0,0,0.9,0,0,0,0,0.9,0,0.9,0,20.5,0,19.1,0,0,0,40.6,0,0,1.4,1.4,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,55,0.9,3.3,0
FRP,2019,7.5,9,2019-09-25,Grizz,10:47:00,10,Suisun Bay (Grizzly),4,1.9,6631,3.61,NA,NA,21.6,NA,80,10.3,NA,19988,N,6.1,35.3,0,0,0,0,2.9,0,0,0,38.2,0,0,0,23.5,0,0,0,0,23.5,114.7,2.9,0,285.4,0,782.6,0,0,32.4,1103.3,2.9,0,17.7,20.6,0,53,32.4,0,85.3,0,0,0,14.7,14.7,0,0,2.9,0,0,0,2.9,161.8,0,2.9,0
FMWT,2019,4,9,2019-09-30,508,12:12:00,10,Suisun Bay,3,11.6,1348,0.65,1909,0.95,19.2,18.8,38,27.3,1,14146,N,4.3,1216.4,0,0,0,0,1262.9,0,0,0,2479.3,0,0,0,157.1,0,0,0,17.5,174.6,104.8,0,0,1100,0,40.7,0,0,0,1140.7,0,0,29.1,29.1,0,0,29.1,0,29.1,0,0,11.6,5.8,17.5,0,0,0,0,0,0,0,0,0,11.6,0
FMWT,2019,4,9,2019-09-30,513,15:10:00,10,Confluence,4,14.9,1320,0.64,1403,0.68,19.4,19.2,42,20.6,1,15012,N,4.6,1047.5,0,0,0,0,1168.1,0,0,0,2215.6,0,0,0,372.9,0,0,0,5.5,378.4,307.1,0,0,855.5,0,76.8,0,0,0,932.3,11,0,11,21.9,0,21.9,21.9,0,43.9,0,0,16.5,5.5,21.9,0,0,5.5,0,0,0,5.5,0,0,11,0
FMWT,2019,4,9,2019-09-30,519,10:21:00,10,Honker Bay,2,1.8,4124,2.16,4408,2.33,18.6,17.9,40,52.5,1,19351,N,5.9,425.7,0,0,0,0,296.1,0,0,0,721.8,0,0,0,154.2,3.1,0,0,3.1,160.4,3.1,0,0,265.3,0,138.8,0,0,0,404.1,0,0,3.1,3.1,0,3.1,9.3,0,12.3,0,0,9.3,9.3,18.5,0,0,3.1,0,0,0,3.1,3.1,0,3.1,0
STN,2019,8,9,2019-09-30,Honk,10:46:00,10,Suisun Bay (Honker),3,0.9,4479,2.37,4610,2.44,18,17.4,28,35.4,1,15139,N,4.6,482,0,0,0,0,362.5,0,0,0,844.5,0,0,3.9,150.4,3.9,0,0,11.6,169.7,7.7,0,0,296.9,0,246.8,0,0,0,543.7,3.9,0,11.6,15.4,0,0,11.6,0,11.6,0,0,11.6,0,11.6,0,0,0,0,0,0,0,3.9,0,3.9,0
FMWT,2019,4,10,2019-10-01,704,08:19:00,10,Lower Sacramento River,2,10.1,320,0.14,526,0.24,18.3,17.8,57,16.8,2,21041,N,6.4,782.1,0,0,0,0,383.6,0,0,0,1165.7,0,0,0,3,0,0,0,3,5.9,6,0,0,1287.6,0,8.9,0,0,0,1296.5,0,0,53.5,53.5,0,0,62.5,0,62.5,0,0,44.6,23.8,68.4,0,0,0,0,0,0,0,0,0,3,0
FMWT,2019,4,10,2019-10-01,706,09:34:00,10,Lower Sacramento River,2,9.1,151,0.06,153,0.06,18,17.4,74,12.7,1,15422,N,4.7,53,0,0,0,0,458,0,0,0,511,3.8,0,0,3.8,0,0,0,15.1,22.7,18.9,0,0,397.5,0,0,0,0,0,397.5,0,0,37.9,37.9,0,0,11.4,0,11.4,0,0,11.4,3.8,15.2,0,0,0,0,0,0,0,0,0,0,0
FMWT,2019,4,10,2019-10-01,707,09:57:00,10,Lower Sacramento River,2,9.8,110,0.04,146,0.06,18.2,17.8,117,8.6,2,20899,N,6.3,5.6,0,0,0,0,1173.2,0,0,0,1178.8,0,0,0,0,0,0,0,5.6,5.6,0,0,0,1379.9,0,0,0,0,0,1379.9,0,0,72.6,72.6,0,0,125.7,0,125.7,22.4,0,11.2,41.9,75.4,0,0,5.6,0,0,0,5.6,0,0,8.4,0
STN,2019,8,10,2019-10-07,501,10:34:00,10,Suisun Bay,4,9.1,6171,3.34,7973,4.4,18.5,18.3,68,17,1,21153,N,6.4,124.2,0,0,0,0,11.3,0,0,0,135.4,0,0,0,107.2,14.1,0,0,0,121.3,11.3,0,0,14.1,0,129.8,0,0,0,143.9,2.8,0,0,2.8,0,11.3,5.6,0,16.9,0,0,0,0,0,0,0,0,0,0,0,0,121.3,0,0,2.8
STN,2019,8,10,2019-10-07,504,09:16:00,10,Suisun Bay,1,6.7,2452,1.24,6797,3.7,18.4,18.3,68,14.5,1,13430,N,4.1,120.2,0,0,4.3,0,85.8,0,0,0,210.3,8.6,0,0,175.9,4.3,0,0,0,188.8,111.6,0,0,137.3,0,0,0,0,0,137.3,0,0,4.3,4.3,0,0,55.8,0,55.8,0,0,8.6,0,8.6,0,0,0,0,0,0,0,38.6,0,21.5,0
STN,2019,8,10,2019-10-07,520,08:50:00,10,Confluence,4,14,344,0.15,NA,NA,19.1,NA,74,7.2,1,26283,N,8,28.6,0,0,2.4,2.4,307.1,0,0,0,340.4,0,0,0,0,0,0,0,2.4,2.4,0,0,0,1087.9,0,2.4,0,2.4,0,1092.7,0,0,4.8,4.8,0,0,38.1,0,38.1,4.8,0,71.4,7.1,83.3,0,0,0,0,0,0,0,0,0,0,0
STN,2019,8,10,2019-10-07,609,10:33:00,10,Suisun Bay (Mont. Sl.),4,10.7,7565,4.16,NA,NA,19.1,NA,24,30.2,1,27126,N,8.2,99.2,0,0,0,0,71.5,0,0,0,170.7,6.9,0,0,0,0,0,0,0,6.9,0,2.3,0,13.8,0,20.8,0,0,0,36.9,0,0,50.8,50.8,0,18.5,4.6,0,23.1,0,0,0,2.3,2.3,0,0,0,0,0,0,0,20.8,0,13.8,0
STN,2019,8,10,2019-10-07,610,09:35:00,10,Suisun Bay (Mont. Sl.),4,5.5,1046,0.5,NA,NA,18.5,NA,36,24.3,1,17788,N,5.4,42.2,0,0,0,0,109,0,0,0,151.3,17.6,0,0,0,0,0,0,7,24.6,0,0,0,161.8,0,0,0,0,0,161.8,0,0,24.6,24.6,0,0,24.6,0,24.6,0,0,7,73.9,80.9,0,0,0,0,0,0,0,0,0,0,0
STN,2019,8,10,2019-10-07,Mont,10:08:00,10,Suisun Bay (Mont. Sl.),4,4.9,4906,2.61,NA,NA,18.9,NA,30,20.8,1,25621,N,7.8,90.6,0,0,0,0,13.5,0,0,0,104.1,0,0,0,3.9,0,0,0,1.9,5.8,0,5.8,0,7.7,0,0,0,0,0,13.5,0,0,7.7,7.7,0,42.4,3.9,0,46.3,0,0,0,1.9,1.9,0,0,0,0,0,0,0,25.1,0,9.6,0
EMP,2019,10,10,2019-10-07,NZ054,12:20:00,10,SuiBay,1,11.1,4097,2.15,NA,NA,18.7,NA,32,NA,NA,25771,N,13.8,217.2,0,0,0,0,161,0,0,0,378.2,0,0,0,74.1,2.6,0,0,0,76.7,20.5,2.6,0,171.2,0,12.8,0,0,0,186.6,2.6,0,2.6,5.1,0,35.8,0,35.8,0,0,10.2,0,10.2,0,0,0,0,0,0,0,12.8,0,0,0,0
EMP,2019,10,10,2019-10-07,NZ064,14:15:00,10,SacR,1,9.5,159,0.07,NA,NA,17.8,NA,124,NA,NA,35564,N,9.4,160.1,0,0,0,0,114.4,0,0,0,274.5,0,0,0,0,0,0,0,1.8,1.8,0,0,0,860.3,0,0,0,0,0,860.3,0,0,31.7,31.7,0,154.8,0,154.8,3.5,0,75.7,8.8,88,0,0,0,0,0,0,0,0,0,0,0,0
EMP,2019,10,10,2019-10-07,NZ068,15:08:00,10,SacR,1,7,252,0.11,NA,NA,17.6,NA,131,NA,NA,20721,N,6.3,1.6,0,0,0,0,54,0,1.6,0,57.2,1.6,0,0,0,0,0,0,4.8,6.4,0,0,0,646.8,1.6,0,0,0,0,648.4,0,0,65.2,65.2,0,0,96.9,0,96.9,14.3,0,20.7,11.1,46.1,1.6,0,0,0,0,0,1.6,0,0,0,0
EMP,2019,10,10,2019-10-08,NZ028,11:55:00,10,SuiBay,1,1.9,12051,6.87,NA,NA,18.8,NA,68,NA,NA,25353,N,4.9,232.5,0,0,0.7,0,16.2,0,0,20.8,270.2,0,0,0,5.2,2,0,0,0,7.1,0,0,0.7,31.8,0,208.5,0,0,3.3,244.2,0.7,0,0,0.7,2,1.3,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,22.1,0,0,0,0
EMP,2019,10,10,2019-10-08,NZ032,13:47:00,10,SuiMar,1,8.4,7593,4.17,NA,NA,18.8,NA,56,NA,NA,21561,N,8.9,108.1,0,0,0,0,57.7,0,0,0.9,166.8,0,0,0,5.5,5.5,0,0,0,11,3.7,0,0,26.6,0,116.4,0,0,6.4,149.4,0,0,15.6,15.6,8.3,5.5,0,13.8,0,0,3.7,0.9,4.6,0,0,0,0,0,0,0,39.4,0,0,0,0
EMP,2019,10,10,2019-10-08,NZS42,13:49:00,10,SuiMar,1,4.5,7950,4.38,NA,NA,19.1,NA,56,NA,NA,21335,N,6.7,534.8,0,0,0,0,39.4,0,0,0,574.2,50.9,0,0,2.3,0,0,0,0,53.3,0,4.6,0,27.8,0,319.5,0,0,37,389,0,0,1011.8,1011.8,2.3,0,0,2.3,0,0,0,11.6,11.6,0,0,16.2,0,0,0,16.2,78.7,0,0,0,0
STN,2019,8,10,2019-10-09,405,14:31:00,10,Suisun Bay (Carquinez St.),1,3.7,18962,11.23,25603,15.59,19.6,18.9,91,12.3,1,7907,N,2.4,41.7,124.9,0,0,72.9,0,531,0,114.5,885,0,0,0,135.4,2478.1,0,0,0,2613.4,41.7,0,166.6,426.9,0,52.1,156.2,0,62.5,864.2,31.2,10.4,0,41.7,0,197.8,0,0,197.8,41.7,0,0,10.4,52.1,0,0,0,0,0,0,0,468.5,0,0,0
STN,2019,8,10,2019-10-10,411,07:39:00,10,Suisun Bay,2,6.4,10609,5.98,11475,6.51,17.2,16.3,55,17.2,1,22884,N,6.9,155.9,0,0,0,0,2.7,2.7,0,0,161.3,0,0,0,109.4,16.4,0,0,0,125.8,2.7,2.7,0,13.7,0,103.9,0,0,0,120.3,2.7,0,5.5,8.2,0,16.4,0,0,16.4,0,0,0,0,0,0,0,0,0,0,0,0,73.8,0,0,0
FMWT,2019,4,10,2019-10-10,416,09:00:00,10,Suisun Bay,2,9.8,11916,6.79,12792,7.33,17.4,17.1,53,24.7,1,23274,N,7.1,135.8,2.8,0,0,0,8.5,0,0,1.4,148.6,1.4,0,0,14.2,9.9,0,0,0,25.5,12.7,1.4,0,25.5,0,314.1,1.4,0,14.2,356.6,0,0,5.7,5.7,0,49.5,2.8,0,52.4,0,0,0,0,0,0,0,0,0,0,0,0,290.1,0,1.4,0
FMWT,2019,4,10,2019-10-10,602,11:26:00,10,Grizzly Bay,4,1.8,10118,5.69,9418,5.26,17.6,16.9,33,38.5,1,25454,N,7.7,243.9,0,0,0,0,25.8,0,0,0,269.7,0,0,0,248.6,14.1,0,0,0,262.6,14.1,0,0,42.2,0,257.9,0,0,4.7,304.8,18.8,0,4.7,23.5,0,32.8,4.7,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,86.8,0,16.4,7
FMWT,2019,4,10,2019-10-10,606,13:02:00,10,Montezuma Slough,4,9.1,8012,4.42,7896,4.35,18,17.5,28,39.3,1,23802,N,7.2,244.6,0,0,0,0,19.8,0,0,0,264.4,2.5,0,0,207.5,0,0,0,2.5,212.5,24.7,2.5,0,29.7,0,486.7,0,0,7.4,526.2,0,0,91.4,91.4,0,103.8,4.9,0,108.7,0,0,0,0,0,0,0,2.5,0,0,0,2.5,93.9,0,17.3,0
FMWT,2019,4,10,2019-10-10,802,14:18:00,10,Confluence,4,8.2,677,0.31,891,0.42,18,17.9,46,22,2,13936,N,4.2,177.2,0,0,0,0,723.1,0,0,0,900.3,0,0,0,170.1,0,0,0,7.1,177.2,63.8,7.1,0,1502.9,0,0,0,0,0,1510,7.1,0,35.5,42.5,0,21.3,184.3,0,205.6,7.1,0,49.6,7.1,63.8,0,0,7.1,0,0,0,7.1,0,0,0,0
FRP,2019,8,10,2019-10-11,Grizz,09:28:00,10,Suisun Bay (Grizzly),4,1.2,8171,4.52,NA,NA,15.5,NA,111,5.1,NA,15863,N,4.8,126.1,0,0,0,0,0,0,0,0,126.1,0,0,0,409.3,43.8,0,0,0,453.1,23.2,0,0,97.8,0,1091.5,0,0,46.3,1235.6,2.6,0,0,2.6,0,221.4,56.6,0,278,7.7,0,0,2.6,10.3,0,0,0,0,0,0,0,409.3,0,0,0
STN,2019,8.5,10,2019-10-22,411,10:56:00,10,Suisun Bay,4,6.1,10734,6.06,15106,8.77,17.5,17.6,45,11.5,1,36791,N,11.2,41.6,1.3,0,0,1.3,2.7,0,0,10.7,57.7,0,0,0,1.3,24.2,0,0,0,25.5,2.7,0,8.1,24.2,0,92.6,6.7,0,5.4,137,0,0,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9,0,0,0
FMWT,2019,4.5,10,2019-10-22,416,12:12:00,10,Suisun Bay,4,10.4,16782,9.83,20312,12.11,17.8,17.7,60,8.2,1,23251,N,7.1,29.6,5.4,0,0,0,0,0,0,2.7,37.7,0,0,0,0,59.2,0,0,0,59.2,2.7,0,13.5,18.8,0,164.2,40.4,0,13.5,250.3,2.7,0,2.7,5.4,0,18.8,0,0,18.8,0,0,0,13.5,13.5,0,0,0,0,0,0,0,153.4,0,0,0
STN,2019,8.5,10,2019-10-22,501,10:25:00,10,Suisun Bay,4,8.2,7143,3.91,8022,4.43,17.2,17.3,70,15.5,1,26217,N,8,62.1,0,0,0,0,4.8,0,0,0,66.8,0,0,0,14.3,2.4,0,0,0,16.7,0,2.4,0,19.1,0,293.6,0,0,9.6,324.6,2.4,0,21.5,23.9,0,4.8,2.4,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,52.5,0,0,0
STN,2019,8.5,10,2019-10-22,504,09:57:00,10,Suisun Bay,4,6.7,3527,1.83,4864,2.58,17.1,17.3,47,16.3,1,26734,N,8.1,368.4,0,0,2.2,0,33.5,0,0,0,404.1,0,0,0,17.9,2.2,0,0,0,20.1,2.2,0,0,38,0,15.6,0,0,0,53.6,0,0,2.2,2.2,0,0,0,0,0,0,0,13.4,0,13.4,0,0,0,0,0,0,0,8.9,0,0,2.2
FMWT,2019,4.5,10,2019-10-22,508,08:22:00,10,Suisun Bay,4,11.6,402,0.18,527,0.24,16.8,16.9,64,9.6,1,21757,N,6.6,602.4,0,0,0,0,1259.3,0,0,0,1861.7,0,0,0,27.2,0,0,0,6.1,33.3,27.2,3,0,2494.4,0,0,0,0,0,2497.4,3,0,3,6.1,0,0,227,0,227,0,0,48.4,9.1,57.5,0,0,0,0,0,0,0,0,0,0,3
FMWT,2019,4.5,10,2019-10-22,519,08:57:00,10,Honker Bay,4,1.8,9500,5.31,9321,5.2,18.5,17,43,14.3,1,23400,N,7.1,1249.7,0,0,0,0,976.7,0,0,0,2226.4,0,0,0,115.4,0,0,0,2.8,118.2,11.3,0,0,2192.6,0,2.8,0,0,0,2195.4,2.8,0,16.9,19.7,0,0,87.3,0,87.3,0,0,14.1,2.8,16.9,0,0,0,0,0,0,0,0,0,0,0
FMWT,2019,4.5,10,2019-10-22,602,12:25:00,10,Grizzly Bay,1,7.9,6407,3.48,7429,4.08,18,18.8,44,17,1,25284,N,7.7,29.7,0,0,0,0,25.5,0,0,2.1,57.3,1,0,0,1,1.6,0,0,0.5,4.2,0.5,1.6,0,27.1,0,46.4,0,0,2.1,77.1,0,0,15.6,15.6,0,0,0,0,0,0,0,0.5,0.5,1,0,0,0,0,0,0,0,21.4,0,0,0
FMWT,2019,4.5,10,2019-10-22,606,13:00:00,10,Montezuma Slough,4,13.4,1193,0.57,1290,0.62,17.7,18.1,52,12.6,1,25692,N,7.8,72.3,0,0,0.8,0,2.3,0,0,0,75.4,1.5,0,0,3.9,0,0,0,0,5.4,0.8,4.6,0,12.3,0,153.8,0,0,6.2,176.9,0,0,80,80,0,8.5,0,0,8.5,0,0,1.5,0,1.5,0,0,0,0,0,0,0,34.6,0,3.1,0
STN,2019,8.5,10,2019-10-22,Honk,09:22:00,10,Suisun Bay (Honker),4,1.5,1368,0.66,2823,1.44,16.8,16.9,27,21.6,1,30704,N,9.3,69.7,0,0,0,0,18.2,0,0,0,87.9,0,0,0,0,0,0,0,1.1,1.1,0,0,0,400.1,0,1.1,0,0,0,401.1,0,0,4.3,4.3,0,0,4.3,0,4.3,0,0,3.2,0,3.2,0,0,0,0,0,0,0,1.1,0,0,0
FMWT,2019,4.5,10,2019-10-23,513,12:06:00,10,Confluence,4,13.7,1065,0.51,1016,0.48,16.9,17.8,31,23.3,1,22286,N,6.8,901.4,0,0,0,0,1691.9,0,0,0,2593.3,0,0,0,99.7,0,0,0,0,99.7,22.2,7.4,0,2467.7,0,0,0,0,0,2475.1,0,0,14.8,14.8,0,0,110.8,0,110.8,0,0,25.9,3.7,29.6,3.7,0,0,0,0,0,3.7,0,0,7.4,0
STN,2019,8.5,10,2019-10-23,520,13:04:00,10,Confluence,4,12.2,1034,0.49,1051,0.5,18.4,18.3,69,12.4,1,22210,N,6.7,428.2,0,0,0,0,152.1,0,0,0,580.3,0,0,0,8.5,0,0,0,2.8,11.3,0,0,0,1329.7,0,2.8,0,2.8,0,1335.3,0,0,11.3,11.3,0,0,115.5,0,115.5,5.6,0,14.1,2.8,22.5,0,0,0,0,0,0,0,0,0,0,0
STN,2019,8.5,10,2019-10-23,609,10:53:00,10,Suisun Bay (Mont. Sl.),4,7.9,7175,3.93,7021,3.84,18.2,18.3,26,23,1,18354,N,5.6,44.3,0,0,13.6,0,54.5,0,0,0,112.5,51.1,0,0,0,0,0,0,3.4,54.6,10.2,415.9,0,51.1,0,54.5,0,0,0,521.6,0,0,940.9,940.9,3.4,95.5,6.8,0,105.7,0,0,0,3.4,3.4,0,0,221.6,0,0,0,221.6,34.1,0,61.4,0
STN,2019,8.5,10,2019-10-23,610,09:45:00,10,Suisun Bay (Mont. Sl.),4,4.6,1341,0.65,1443,0.7,17.2,17.2,39,15.1,1,24267,N,7.4,48.9,0,0,6.1,0,20.4,0,0,0,75.3,12.2,0,0,4.1,0,0,0,2,18.3,4.1,10.2,0,101.8,0,0,0,0,0,112,0,0,197.5,197.5,0,2,8.1,0,10.2,0,2,4.1,4.1,10.2,2,0,0,0,0,0,2,0,0,6.1,0
FMWT,2019,4.5,10,2019-10-23,704,08:20:00,10,Lower Sacramento River,4,10.1,139,0.06,121,0.05,16.6,16.7,128,4.3,1,23831,N,7.2,3.3,0,1.1,0,0,21,0,0,0,25.4,0,0,0,0,0,0,0,0.6,0.6,0,1.1,0,229.4,0,0,0,0.6,0,231.1,0,0,6.1,6.1,0,0,37,0,37,6.1,0,15.5,3.3,24.9,0,0,0,0,0,0,0,0,0,0.6,0
FMWT,2019,4.5,10,2019-10-23,706,07:57:00,10,Lower Sacramento River,4,8.5,157,0.07,270,0.12,16.4,16.5,153,3.6,1,24077,N,7.3,2.7,0,0.6,0,0,31.7,0,0,0,35,0,0,1.1,0,0,0,0,0,1.1,0,1.1,0,168,0.6,1.6,0,0,0,171.2,0,0,7.1,7.1,0,0,22.4,0,22.4,6.6,0,7.7,6.6,20.8,0,0,0,0,0,0,0,0,0,0,0
FMWT,2019,4.5,10,2019-10-23,802,13:30:00,10,Confluence,4,7.3,590,0.27,531,0.24,18.2,18.6,49,12.4,1,23818,N,7.2,239.5,0,0,2.4,0,803.3,0,0,0,1045.3,0,0,2.4,12.1,0,0,0,0,14.5,4.8,0,0,2639.8,0,0,0,2.4,0,2642.2,0,0,14.5,14.5,0,0,433.1,0,433.1,9.7,0,48.4,7.3,65.3,0,0,0,0,0,0,0,0,0,0,0
STN,2019,8.5,10,2019-10-23,Mont,10:12:00,10,Suisun Bay (Mont. Sl.),4,3.7,4786,2.54,4589,2.43,17.7,17.7,29,20.3,1,24409,N,7.4,53.8,0,0,5.1,0,33.3,0,0,0,92.3,12.8,0,0,2.6,0,0,0,2.6,17.9,10.3,53.8,0,28.2,0,7.7,0,0,0,89.7,0,0,1033,1033,0,310.2,23.1,0,333.2,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,10.3,2.6
EMP,2020,7,7,2020-07-14,NZ060,11:15:00,10,WestDel,1,11.1,4339,2.29,5845,3.15,22.8,NA,84,NA,NA,NA,N,9.8,2311.2,0,0,0,0,262.6,0,0,0,2573.8,0,0,0,12.2,0,0,0,0,12.2,0,0,0,15.3,0,277.8,0,0,0,293.1,0,0,3.1,3.1,0,0,0,0,0,0,0,9.2,3.1,12.2,0,0,0,0,0,0,0,0,0,0,0
EMP,2020,7,7,2020-07-14,NZ064,13:05:00,10,SacR,1,9.2,254,0.11,297,0.13,23.5,NA,68,NA,NA,NA,N,7.7,360.3,0,0,0,0,113,0,0,0,473.3,0,0,0,0,0,0,0,0,0,0,0,0,1146.7,0,14.1,0,0,0,1160.8,0,0,9.4,9.4,0,0,11.8,0,11.8,0,0,21.2,4.7,25.9,0,0,0,0,0,0,0,0,0,0,0
STN,2020,3,7,2020-07-15,508,08:49:00,10,Suisun Bay,2,11.6,6041,3.26,7958,4.39,21.2,21.1,83,9.8,2,15166,N,4.6,1394.2,0,0,0,0,293.9,0,0,3.8,1691.8,0,0,0,15.1,0,0,0,3.8,18.8,3.8,0,0,30.1,0,1006.1,0,0,3.8,1040,0,0,3.8,3.8,0,15.1,3.8,0,18.8,0,0,3.8,0,3.8,0,0,0,0,0,0,0,18.8,3.8,0,0
STN,2020,3,7,2020-07-15,513,09:43:00,10,Confluence,2,17.1,3568,1.85,4988,2.66,21.5,21.4,64,10.3,2,15579,N,4.7,998.8,0,0,0,0,432.8,0,0,0,1431.6,0,0,0,33.3,0,0,0,3.7,37,0,0,0,55.5,0,839.7,0,0,0,895.2,3.7,0,0,3.7,0,25.9,11.1,0,37,0,0,11.1,0,11.1,0,0,0,0,0,0,0,3.7,0,3.7,0
STN,2020,3,7,2020-07-15,519,07:49:00,10,Suisun Bay (Honker),2,2.4,12887,7.39,14309,8.27,20.5,20.3,38,21,2,14361,N,4.4,150.4,0,0,0,0,8.1,0,0,12.2,170.7,0,0,0,40.7,61,0,0,0,101.6,32.5,0,0,8.1,0,1004.1,0,0,178.9,1191.1,0,0,0,0,0,154.5,0,0,154.5,0,0,0,0,0,0,0,0,0,0,0,0,138.2,0,4.1,0
STN,2020,3,7,2020-07-15,801,11:25:00,10,Confluence,4,15.8,3174,1.63,4098,2.15,22.4,22.1,84,7.7,3,15108,N,4.6,786.8,0,0,0,0,174,0,0,0,960.7,0,0,0,18.9,0,0,0,3.8,22.7,3.8,0,0,45.4,0,949.4,0,0,0,994.8,3.8,0,7.6,11.3,0,22.7,11.4,0,34,0,0,7.6,0,7.6,0,0,0,0,0,0,0,7.6,3.8,0,3.8
EMP,2020,7,7,2020-07-15,NZ054,12:45:00,10,SuiBay,1,11.9,9153,5.1,10957,6.2,22.1,NA,80,NA,NA,33822,N,10.3,977.6,0,0,0,0,140.2,0,0,15.6,1133.3,0,0,0,42.8,5.8,0,0,1.9,50.6,0,0,0,5.8,0,1174.2,0,0,42.8,1222.9,1.9,0,0,1.9,0,17.5,3.9,0,21.4,0,0,0,0,0,0,0,0,0,0,0,0,37,1.9,1.9,0
STN,2020,3,7,2020-07-16,602,11:06:00,10,Suisun Bay (Grizzly),4,1.8,18730,11.08,18660,11.04,20.5,20.3,32,24,1,14122,N,4.3,824.2,0,0,0,0,4.2,0,0,38,866.5,0,0,0,42.3,240.9,0,0,0,283.2,25.4,0,0,0,0,2083.7,0,0,591.7,2675.4,8.5,0,0,8.5,0,376.2,0,0,376.2,0,0,0,0,0,0,0,0,0,0,0,0,553.7,0,0,4.2
FMWT,2020,1,7,2020-07-16,605,10:33:00,10,Montezuma Slough,4,9.8,14765,8.56,15735,9.17,21.5,20.5,21,16,1,13962,N,4.2,410.4,0,0,0,0,14.2,0,0,94.3,518.9,0,0,0,89.6,94.3,0,0,0,184,28.3,0,0,18.9,0,1443.5,0,0,334.9,1797.3,9.4,0,4.7,14.2,0,160.4,0,0,160.4,0,0,0,0,0,0,0,0,0,0,0,0,23.6,4.7,14.2,0
