station,date,time,kingdom,phylum,class,phyto_form,genus,taxon,organisms_per_ml,cells_per_ml,biovolume_per_ml_old,biovolume_per_ml_new
D12,2020-08-10,08:25:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella atomus,408.8615584838132,408.8615584838132,78548.23865284152,39274.11932642076
D12,2020-08-10,08:25:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Aphanizomenon,Aphanizomenon sp.,408.8615584838132,10630.400520579144,1603025.278629419,801512.6393147095
D12,2020-08-10,08:25:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Chroococcus,Chroococcus sp.,11856.985196030582,13696.862209207742,30817344.055306666,531333.5181949426
D12,2020-08-10,08:25:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,77683.69611192451,155367.39222384902,10627129.628111271,27966.13060029282
D12,2020-08-10,08:25:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Pseudanabaena,Pseudanabaena sp.,204.4307792419066,1431.015454693346,18432.221753471284,18432.221753471284
C9,2020-08-06,08:15:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Aulacoseira,Aulacoseira granulata,4009.9883620527835,4009.9883620527835,637002170.0953654,18735357.94398134
C9,2020-08-06,08:15:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis placentula,353.82250253406914,353.82250253406914,682718.9215281121,227572.97384270403
C9,2020-08-06,08:15:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella atomus,471.7633367120922,471.7633367120922,220593.82624926287,55148.45656231571
C9,2020-08-06,08:15:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia columbiana,117.94083417802305,117.94083417802305,70813.15110091226,70813.15110091225
C9,2020-08-06,08:15:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Planothidium,Planothidium reichardtii,117.94083417802305,117.94083417802305,53740.47393038345,53740.47393038345
C9,2020-08-06,08:15:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,117.94083417802305,117.94083417802305,49671.95990671704,49671.95990671705
C9,2020-08-06,08:15:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Aphanizomenon,Aphanizomenon sp.,117.94083417802305,707.6450050681383,43369.38502009389,43369.38502009389
C9,2020-08-06,08:15:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Chroococcus,Chroococcus sp.,6486.745879791268,6840.568382325337,34595309.055580884,629005.6191923798
C9,2020-08-06,08:15:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Dolichospermum,Dolichospermum sp.,117.94083417802305,6250.8642114352215,1285195.9865580408,1285195.9865580408
C9,2020-08-06,08:15:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,36679.59942936517,73359.19885873033,4106647.9521117243,13204.655794571461
C9,2020-08-06,08:15:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Komvophoron,cf. Komvophoron sp.,117.94083417802305,471.7633367120922,9453.862329934735,9453.862329934735
C9,2020-08-06,08:15:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Pseudanabaena,Pseudanabaena sp.,235.8816683560461,1297.3491759582535,25748.48238146147,12874.241190730734
D8,2020-08-13,13:00:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,47721.81002928258,95443.62005856515,7129638.418374816,17179.851610541726
D16,2020-08-10,10:15:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Aulacoseira,Aulacoseira granulata,5174.65409956076,5174.65409956076,1358020987.9357762,30178244.17635059
D16,2020-08-10,10:15:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella atomus,114.99231332357246,114.99231332357246,15055.275760421062,15055.275760421062
D16,2020-08-10,10:15:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,689.9538799414348,689.9538799414348,1743485.7927257682,290580.9654542947
D16,2020-08-10,10:15:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,114.99231332357246,114.99231332357246,46963.63120984625,46963.63120984625
D16,2020-08-10,10:15:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Chroococcus,Chroococcus sp.,10924.269765739384,11959.200585651537,54207771.323965035,570608.119199632
D16,2020-08-10,10:15:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,29668.016837481697,59336.03367496339,2755565.4038653,10680.48606149341
D16,2020-08-10,10:15:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Pseudanabaena,Pseudanabaena sp.,114.99231332357246,459.96925329428984,6069.146187118594,6069.146187118594
D41,2020-08-18,13:40:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,43.806595551837134,43.806595551837134,13273.126375574604,13273.126375574604
D41,2020-08-18,13:40:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,87.61319110367427,87.61319110367427,10146.621543852147,5073.310771926073
D41,2020-08-18,13:40:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,43.806595551837134,43.806595551837134,9717.824667831406,9717.824667831404
D41,2020-08-18,13:40:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,17873.09098514955,35746.1819702991,2625199.6038987655,6434.312754653837
EZ2,2020-08-12,12:00:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis placentula,459.96925329428984,459.96925329428984,2628319.620659046,1314159.810329523
EZ2,2020-08-12,12:00:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,229.98462664714492,229.98462664714492,69683.91347176666,69683.91347176666
EZ2,2020-08-12,12:00:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,229.98462664714492,229.98462664714492,126855.45118377458,126855.45118377458
EZ2,2020-08-12,12:00:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Chroococcus,Chroococcus sp.,5289.646412884334,5749.615666178623,7657528.446375917,332936.01940764853
EZ2,2020-08-12,12:00:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,85784.26573938505,171568.5314787701,11519111.203484625,30882.33566617862
EZ2,2020-08-12,12:00:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Microcystis,Microcystis sp.,229.98462664714492,5749.615666178623,528690.067855664,528690.0678556641
D7,2020-08-17,14:00:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella meneghiniana,67.64253724916027,67.64253724916027,164461.9082579928,164461.9082579928
D7,2020-08-17,14:00:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gyrosigma,Gyrosigma fasciola,135.28507449832054,135.28507449832054,1065244.4171251396,532622.2085625699
D7,2020-08-17,14:00:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Rhizosolenia,cf. Rhizosolenia sp.,608.7828352424425,608.7828352424425,32553219.019710917,3617024.3355234354
D7,2020-08-17,14:00:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,26245.304452674187,52490.608905348374,3665944.12594953,9448.309602962709
NZ068,2020-08-12,13:25:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,229.98462664714495,229.98462664714495,4668419.760414768,1556139.9201382562
NZ068,2020-08-12,13:25:00.000000,Chromista,Ochrophyta,Fragilariophyceae,i,Diatoma,Diatoma vulgaris,76.66154221571499,76.66154221571499,626956.6493795794,626956.6493795794
NZ068,2020-08-12,13:25:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,76.66154221571499,76.66154221571499,10704.86443191801,10704.86443191801
NZ068,2020-08-12,13:25:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Chroococcus,Chroococcus sp.,229.98462664714495,383.3077110785749,44608.22447532167,14869.40815844056
NZ068,2020-08-12,13:25:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,30511.29380185456,61022.58760370912,4371658.175929721,10984.065768667644
D19,NA,11:20:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Aulacoseira,Aulacoseira granulata,836.3077332623453,836.3077332623453,25309127.801088057,3163640.9751360067
D19,NA,11:20:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis placentula,313.61539997337945,313.61539997337945,1168320.493530373,389440.16451012436
D19,NA,11:20:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,313.61539997337945,313.61539997337945,210414.1455041876,70138.04850139587
D19,NA,11:20:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia liebetruthii,104.53846665779317,104.53846665779317,5327.280260881139,5327.280260881139
D19,NA,11:20:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Aphanizomenon,cf. Aphanizomenon sp.,104.53846665779317,4181.538666311727,144188.20032427204,144188.200324272
D19,NA,11:20:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Chroococcus,Chroococcus sp.,10035.692799148143,12021.923665646213,51475607.889527,536204.2488492397
D19,NA,11:20:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,30420.69379741781,60841.38759483562,3186871.8822174896,10951.44976707041
D19,NA,11:20:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Pseudanabaena,Pseudanabaena sp.,209.07693331558633,1045.3846665779317,24473.63494935485,12236.817474677424
EZ6,2020-08-12,10:55:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gyrosigma,Gyrosigma fasciola,328.5494666387785,328.5494666387785,2580688.707806944,1290344.3539034722
EZ6,2020-08-12,10:55:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Aphanizomenon,Aphanizomenon sp.,328.5494666387785,13634.80286550931,1348744.3960446992,674372.1980223496
EZ6,2020-08-12,10:55:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Chroococcus,Chroococcus sp.,5092.516732901067,5913.890399498014,12733381.447393633,410754.24023850425
EZ6,2020-08-12,10:55:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,59796.002928257694,119592.00585651539,7835668.223718888,21526.561054172766
EZ6,2020-08-12,10:55:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Pseudanabaena,Pseudanabaena sp.,164.27473331938924,492.82419995816775,3511.434579690043,3511.434579690044
D22,2020-08-12,12:35:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,459.96925329428984,459.96925329428984,204966.4389912152,102483.21949560761
D22,2020-08-12,12:35:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Chroococcus,Chroococcus sp.,6209.584919472913,7819.4773060029265,7074890.412412531,262032.9782375012
D22,2020-08-12,12:35:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,85784.26573938505,171568.5314787701,11519111.203484625,30882.33566617862
D22,2020-08-12,12:35:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Pseudanabaena,Pseudanabaena sp.,229.98462664714492,1149.9231332357247,8778.58644922511,8778.58644922511
NZS42,2020-08-17,14:55:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,79994.65274683302,159989.30549366603,11519229.995543953,28798.07498885989
NZS42,2020-08-17,14:55:00.000000,Protozoa,Dinozoa,Dinophyceae,i,Peridinium,cf. Peridinium sp.,199.98663186708256,199.98663186708256,167721.42032942487,167721.42032942487
D26,2020-08-11,08:35:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Aulacoseira,Aulacoseira granulata,2299.8462664714493,2299.8462664714493,184663887.9867284,11541492.999170525
D26,2020-08-11,08:35:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis placentula,143.74039165446558,143.74039165446558,119757.25958510794,119757.25958510795
D26,2020-08-11,08:35:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,431.2211749633968,431.2211749633968,430662.82022156834,143554.27340718947
D26,2020-08-11,08:35:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Navicula,Navicula antonii,143.74039165446558,143.74039165446558,51777.403408855505,51777.403408855505
D26,2020-08-11,08:35:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,287.48078330893117,287.48078330893117,200141.82149341138,100070.91074670569
D26,2020-08-11,08:35:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Chroococcus,Chroococcus sp.,5893.35605783309,6899.538799414348,10973623.220929133,267649.34685193
D26,2020-08-11,08:35:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,48153.03120424598,96306.06240849195,5807255.563232065,17335.091233528547
D26,2020-08-11,08:35:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Pseudanabaena,Pseudanabaena sp.,143.74039165446558,431.2211749633968,4060.0962327666125,4060.096232766613
EZ2-SJR,2020-08-10,09:15:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,219.03297775918568,219.03297775918568,28676.71573413536,28676.71573413536
EZ2-SJR,2020-08-10,09:15:00.000000,Chromista,Ochrophyta,Fragilariophyceae,i,Fragilaria,cf. Fragilaria sp.,219.03297775918568,219.03297775918568,60996.123376213924,60996.123376213924
EZ2-SJR,2020-08-10,09:15:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Chroococcus,Chroococcus sp.,10951.648887959283,12703.912710032768,32372724.839024723,647454.4967804946
EZ2-SJR,2020-08-10,09:15:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,81042.2017708987,162084.4035417974,10794821.275883706,29175.19263752353
EZ2-SJR,2020-08-10,09:15:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,f,Pseudanabaena,Pseudanabaena sp.,219.03297775918568,1095.1648887959284,10311.355511788224,10311.355511788224
P8,2020-08-11,11:50:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,490.6338701805759,490.6338701805759,1090476.4422331846,272619.11055829615
P8,2020-08-11,11:50:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Navicula,Navicula erifuga,122.65846754514398,122.65846754514398,103396.67184205775,103396.67184205775
P8,2020-08-11,11:50:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia sp.,122.65846754514398,122.65846754514398,12426.038713128357,12426.038713128357
P8,2020-08-11,11:50:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Tryblionella,Tryblionella victoriae,122.65846754514398,122.65846754514398,507920.1009041917,507920.10090419167
P8,2020-08-11,11:50:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Chlorella,Chlorella sp.,122.65846754514398,122.65846754514398,11278.7214475875,11278.7214475875
P8,2020-08-11,11:50:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Dictyochloris,cf. Dictyochloris sp.,245.31693509028796,245.31693509028796,735564.5903840179,367782.29519200895
P8,2020-08-11,11:50:00.000000,Plantae,Chlorophyta,Chlorophyceae,i,Selenastrum,Selenastrum cf. bibraianum,122.65846754514398,122.65846754514398,25895.023731706,25895.023731706
P8,2020-08-11,11:50:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,122.65846754514398,122.65846754514398,20925.516920416452,20925.516920416452
P8,2020-08-11,11:50:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,i,Chroococcus,Chroococcus sp.,13860.40683260127,17785.477794045877,102427301.39067423,906436.2954926923
P8,2020-08-11,11:50:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,36552.22332845291,73104.44665690581,3921322.5186764277,13158.800398243047
D6,2020-08-13,11:20:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Cryptomonas,Cryptomonas marssonii,62.15800720193107,62.15800720193107,26376.70200052494,26376.70200052494
D6,2020-08-13,11:20:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,62.15800720193107,62.15800720193107,14349.325811432005,14349.325811432005
D6,2020-08-13,11:20:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,24987.518895176287,49975.03779035257,3616193.734509912,8995.506802263464
C3A,2020-08-06,06:30:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Aulacoseira,Aulacoseira cf. herzogii,383.30771107857487,383.30771107857487,3162699.5130651332,316269.95130651334
C3A,2020-08-06,06:30:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis placentula,76.66154221571497,76.66154221571497,101148.82386496042,50574.4119324802
C3A,2020-08-06,06:30:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,153.32308443142995,153.32308443142995,233297.97943283874,58324.494858209684
C3A,2020-08-06,06:30:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Encyonema,Encyonema sp.,38.33077110785749,38.33077110785749,30722.676193566,30722.676193565996
C3A,2020-08-06,06:30:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Melosira,Melosira varians,38.33077110785749,38.33077110785749,618698.5162998129,618698.5162998128
C3A,2020-08-06,06:30:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Navicula,Navicula cf. antonii,114.99231332357245,114.99231332357245,58224.78745656416,19408.262485521387
C3A,2020-08-06,06:30:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Nitzschia,Nitzschia liebetruthii,38.33077110785749,38.33077110785749,4853.921372315764,4853.921372315763
C3A,2020-08-06,06:30:00.000000,Chromista,Ochrophyta,Fragilariophyceae,i,Ulnaria,Ulnaria sp.,229.9846266471449,229.9846266471449,10923509.413841205,1820584.9023068673
C3A,2020-08-06,06:30:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,14374.039165446557,28748.078330893113,1940495.2873352852,5174.65409956076
D28A,2020-08-10,12:00:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Aulacoseira,Aulacoseira granulata,726.2672420436155,726.2672420436155,33584482.884036794,5597413.814006134
D28A,2020-08-10,12:00:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Aulacoseira,Aulacoseira sp.,968.3563227248208,968.3563227248208,34857890.145986095,4357236.268248262
D28A,2020-08-10,12:00:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Cocconeis,Cocconeis placentula,484.1781613624104,484.1781613624104,1752979.3291591036,438244.83228977583
D28A,2020-08-10,12:00:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Gomphonema,Gomphonema olivaceoides var. densestriatum,121.0445403406026,121.0445403406026,32447.837116079314,32447.837116079314
D28A,2020-08-10,12:00:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Rhoicosphenia,Rhoicosphenia sp.,121.0445403406026,121.0445403406026,133913.67939473077,133913.67939473077
D28A,2020-08-10,12:00:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Aphanocapsa,Aphanocapsa sp.,121.0445403406026,2541.9353471526547,4491.966750334485,4491.966750334485
D28A,2020-08-10,12:00:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Chroococcus,Chroococcus sp.,5689.093396008322,7625.806041457963,19483879.825990163,414550.63459553535
D28A,2020-08-10,12:00:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,41760.366417507896,83520.73283501579,5186637.509054481,15033.73191030284
D10,2020-08-13,13:50:00.000000,Chromista,Cryptophyta,Cryptophyceae,i,Plagioselmis,Plagioselmis nannoplanctica,135.28507449832054,135.28507449832054,45642.593140090554,45642.59314009056
D10,2020-08-13,13:50:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Chroococcus,Chroococcus sp.,1488.135819481526,2029.2761174748084,929260.4455342467,84478.22232129518
D10,2020-08-13,13:50:00.000000,Bacteria,Cyanobacteria,Cyanophyceae,c,Eucapsis,Eucapsis microscopica,53978.7447248299,107957.4894496598,7753506.892274566,19432.348100938765
C10A,2020-08-06,09:30:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella meneghiniana,2943.8032210834554,2943.8032210834554,122499646.6408017,5104151.943366737
C10A,2020-08-06,09:30:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Cyclotella,Cyclotella sp.,5028.997169350903,5028.997169350903,186749477.82219145,4554865.312736376
C10A,2020-08-06,09:30:00.000000,Chromista,Ochrophyta,Coscinodiscophyceae,i,Melosira,Melosira varians,245.31693509028796,245.31693509028796,2289072.700741159,1144536.3503705794
C10A,2020-08-06,09:30:00.000000,Chromista,Bacillariophyta,Bacillariophyceae,i,Navicula,Navicula caroliniae,245.31693509028796,245.31693509028796,681103.8617031971,340551.93085159856
